,mapping_framework,mapping_framework_version,capability_group,capability_id,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,score_category,score_value,related_score,references,comments,organization,creation_date,last_update
120,aws,12/12/2024,Amazon Inspector,amazon_inspector,Amazon Inspector,technique_scores,T1562.003,Impair Command History Logging,16.1,enterprise,protect,minimal,T1562,['https://docs.aws.amazon.com/inspector/v1/userguide/inspector_security-best-practices.html'],"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",,09/21/2021,12/11/2024
121,aws,12/12/2024,Amazon Inspector,amazon_inspector,Amazon Inspector,technique_scores,T1562.004,Disable or Modify System Firewall,16.1,enterprise,protect,minimal,T1562,['https://docs.aws.amazon.com/inspector/v1/userguide/inspector_security-best-practices.html'],"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",,09/21/2021,12/11/2024
122,aws,12/12/2024,Amazon Inspector,amazon_inspector,Amazon Inspector,technique_scores,T1562.006,Indicator Blocking,16.1,enterprise,protect,minimal,T1562,['https://docs.aws.amazon.com/inspector/v1/userguide/inspector_security-best-practices.html'],"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Due to this and the fact the security control is only supported for Linux platforms, the score is Minimal. ",,09/21/2021,12/11/2024
123,aws,12/12/2024,Amazon Inspector,amazon_inspector,Amazon Inspector,technique_scores,T1595,Active Scanning,16.1,enterprise,protect,partial,,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],"The Amazon Inspector Network Reachability assessment package can assess whether or not cloud/network components are vulnerable (e.g., publicly accessible from the Internet). Amazon Inspector does not directly protect cloud/network components rather reports on vulnerabilities that it identifies which can then be used to securely configure the cloud/network components. Due to this, the score is capped at Partial. ",,09/21/2021,12/11/2024
124,aws,12/12/2024,Amazon Inspector,amazon_inspector,Amazon Inspector,technique_scores,T1595.001,Scanning IP Blocks,16.1,enterprise,protect,partial,T1595,[],"The Amazon Inspector Network Reachability assessment package can assess whether or not cloud/network components are vulnerable (e.g., publicly accessible from the Internet). Amazon Inspector does not directly protect cloud/network components rather reports on vulnerabilities that it identifies which can then be used to securely configure the cloud/network components. Due to this, the score is capped at Partial. ",,09/21/2021,12/11/2024
125,aws,12/12/2024,Amazon Inspector,amazon_inspector,Amazon Inspector,technique_scores,T1595.002,Vulnerability Scanning,16.1,enterprise,protect,partial,T1595,[],"The Amazon Inspector Network Reachability assessment package can assess whether or not cloud/network components are vulnerable (e.g., publicly accessible from the Internet). Amazon Inspector does not directly protect cloud/network components rather reports on vulnerabilities that it identifies which can then be used to securely configure the cloud/network components. Due to this, the score is capped at Partial. ",,09/21/2021,12/11/2024
126,aws,12/12/2024,Amazon Inspector,amazon_inspector,Amazon Inspector,technique_scores,T1599,Network Boundary Bridging,16.1,enterprise,protect,minimal,,['https://docs.aws.amazon.com/inspector/latest/userguide/inspector_introduction.html'],"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Furthermore, Amazon Inspector only supports a subset of the sub-techniques for this technique. Due to these things and the fact the security control is only supported for Linux platforms, the score is Minimal. ",,09/21/2021,12/11/2024
127,aws,12/12/2024,Amazon Inspector,amazon_inspector,Amazon Inspector,technique_scores,T1599.001,Network Address Translation Traversal,16.1,enterprise,protect,minimal,T1599,[],"The Amazon Inspector Best Practices assessment package can assess security control ""Configure permissions for system directories"" that prevents privilege escalation by local users and ensures only the root account can modify/execute system configuration information and binaries. Amazon Inspector does not directly protect against system modifications rather it just checks to see if security controls are in place which can inform decisions around hardening the system. Furthermore, Amazon Inspector only supports a subset of the sub-techniques for this technique. Due to these things and the fact the security control is only supported for Linux platforms, the score is Minimal. ",,09/21/2021,12/11/2024
128,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1008,Fallback Channels,16.1,enterprise,protect,partial,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],"VPC security groups and network access control lists (NACLs) can be used to restrict external network access to the minimum required and can therefore mitigate an adversary utilizing a fallback or alternative communication channels.  In environments where unrestricted Internet access is required, security groups and NACLs can still be used to block known malicious endpoints.  Because in such environments the protection is limited to known  malicious IP addresses and domains and does not provide protection from such attacks from unknown domains and IP addresses, this is scored as partial coverage resulting in an overall Partial score.",,09/21/2021,12/11/2024
129,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1018,Remote System Discovery,16.1,enterprise,protect,partial,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],VPC security groups and network access control lists (NACLs) can filter network traffic and therefore can be effective for mitigating network based remote system discovery.  Other remote system discovery methods such as discovering hosts from local host files are not mitigated resulting in Partial coverage score and an overall score of Partial.,,09/21/2021,12/11/2024
130,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1021,Remote Services,16.1,enterprise,protect,partial,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],VPC security groups and network access control lists (NACLs) can provide partial protection for all of its sub-techniques and procedure examples resulting in an overall score of Partial.,,09/21/2021,12/11/2024
131,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1021.001,Remote Desktop Protocol,16.1,enterprise,protect,partial,T1021,[],VPC security groups and network access control lists (NACLs) can be used to restrict direct access to remote services to trusted networks.  This mitigates even an adversary with a valid account from accessing resources. This can be circumvented though if an adversary is able to compromise a trusted host and move laterally to a protected network.  This results in an overall partial (coverage) score.,,09/21/2021,12/11/2024
132,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1021.002,SMB/Windows Admin Shares,16.1,enterprise,protect,partial,T1021,[],VPC security groups and network access control lists (NACLs) can be used to restrict direct access to remote services to trusted networks.  This mitigates even an adversary with a valid account from accessing resources. This can be circumvented though if an adversary is able to compromise a trusted host and move laterally to a protected network.  This results in an overall partial (coverage) score.,,09/21/2021,12/11/2024
133,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1021.003,Distributed Component Object Model,16.1,enterprise,protect,partial,T1021,[],VPC security groups and network access control lists (NACLs) can be used to restrict direct access to remote services to trusted networks.  This mitigates even an adversary with a valid account from accessing resources. This can be circumvented though if an adversary is able to compromise a trusted host and move laterally to a protected network.  This results in an overall partial (coverage) score.,,09/21/2021,12/11/2024
134,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1021.004,SSH,16.1,enterprise,protect,partial,T1021,[],VPC security groups and network access control lists (NACLs) can be used to restrict direct access to remote services to trusted networks.  This mitigates even an adversary with a valid account from accessing resources. This can be circumvented though if an adversary is able to compromise a trusted host and move laterally to a protected network.  This results in an overall partial (coverage) score.,,09/21/2021,12/11/2024
135,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1021.005,VNC,16.1,enterprise,protect,partial,T1021,[],VPC security groups and network access control lists (NACLs) can be used to restrict direct access to remote services to trusted networks.  This mitigates even an adversary with a valid account from accessing resources. This can be circumvented though if an adversary is able to compromise a trusted host and move laterally to a protected network.  This results in an overall partial (coverage) score.,,09/21/2021,12/11/2024
136,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1021.006,Windows Remote Management,16.1,enterprise,protect,partial,T1021,[],VPC security groups and network access control lists (NACLs) can be used to restrict direct access to remote services to trusted networks.  This mitigates even an adversary with a valid account from accessing resources. This can be circumvented though if an adversary is able to compromise a trusted host and move laterally to a protected network.  This results in an overall partial (coverage) score.,,09/21/2021,12/11/2024
137,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1021.007,Cloud Services,16.1,enterprise,protect,partial,T1021,[],VPC security groups and network access control lists (NACLs) can be used to restrict direct access to remote services to trusted networks.  This mitigates even an adversary with a valid account from accessing resources. This can be circumvented though if an adversary is able to compromise a trusted host and move laterally to a protected network.  This results in an overall partial (coverage) score.,,09/21/2021,12/11/2024
138,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1040,Network Sniffing,16.1,enterprise,protect,significant,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],The VPC service's support for the AWS Virtual Private Network (VPN) can be used to encrypt traffic traversing over untrusted networks which can prevent information from being gathered via network sniffing.,,09/21/2021,12/11/2024
139,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1046,Network Service Scanning,16.1,enterprise,protect,significant,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],"VPC security groups and network access control lists (NACLs) can filter both internal and external network traffic and therefore, can mitigate unauthorized network service scanning.",,09/21/2021,12/11/2024
140,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1048,Exfiltration Over Alternative Protocol,16.1,enterprise,protect,partial,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],"VPC security groups and network access control lists (NACLs) can limit access to external hosts and can therefore provide mitigation of this technique.  For environments where Internet access is required, these controls can be used to block known malicious addresses.  Because this latter protection is limited to known malicious endpoints, it provides Partial coverage resulting in an overall Partial score.",,09/21/2021,12/11/2024
141,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,16.1,enterprise,protect,partial,T1048,[],"VPC security groups and network access control lists (NACLs) can limit access to the minimum required ports and therefore protect against adversaries attempting to exfiltrate data using a different protocol than that of the existing command and control channel.  In environments where unrestricted Internet access is required, security groups and NACLs can still be used to block known malicious endpoints.  Because in such environments the protection is limited to known malicious IP addresses and domains and does not provide protection from such attacks from unknown domains and IP addresses, this is scored as partial coverage resulting in an overall Partial score.",,09/21/2021,12/11/2024
142,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,16.1,enterprise,protect,partial,T1048,[],"VPC security groups and network access control lists (NACLs) can limit access to the minimum required ports and therefore protect against adversaries attempting to exfiltrate data using a different protocol than that of the existing command and control channel.  In environments where unrestricted Internet access is required, security groups and NACLs can still be used to block known malicious endpoints.  Because in such environments the protection is limited to known malicious IP addresses and domains and does not provide protection from such attacks from unknown domains and IP addresses, this is scored as partial coverage resulting in an overall Partial score.",,09/21/2021,12/11/2024
143,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,16.1,enterprise,protect,partial,T1048,[],"VPC security groups and network access control lists (NACLs) can limit access to the minimum required ports and therefore protect against adversaries attempting to exfiltrate data using a different protocol than that of the existing command and control channel.  In environments where unrestricted Internet access is required, security groups and NACLs can still be used to block known malicious endpoints.  Because in such environments the protection is limited to known malicious IP addresses and domains and does not provide protection from such attacks from unknown domains and IP addresses, this is scored as partial coverage resulting in an overall Partial score.",,09/21/2021,12/11/2024
144,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1072,Software Deployment Tools,16.1,enterprise,protect,partial,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],VPC security groups and network access control lists (NACLs) can be used to limit access to critical network systems such as software deployment tools.,,09/21/2021,12/11/2024
145,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1090,Proxy,16.1,enterprise,protect,partial,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],VPC security groups and network access control lists (NACLs) can restrict ports and inter-system / inter-enclave connections as described by the Proxy related sub-techniques although it doesn't provide protection for domain-fronting.  It furthermore provides partial protection of this technique's procedure examples resulting in an overall Partial score.,,09/21/2021,12/11/2024
146,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1090.001,Internal Proxy,16.1,enterprise,protect,partial,T1090,[],"VPC security groups and network access control lists (NACLs) can restrict access between systems, enclaves, and workloads thereby mitigating these proxy related sub-techniques.",,09/21/2021,12/11/2024
147,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1090.002,External Proxy,16.1,enterprise,protect,partial,T1090,[],"VPC security groups and network access control lists (NACLs) can restrict access between systems, enclaves, and workloads thereby mitigating these proxy related sub-techniques.",,09/21/2021,12/11/2024
148,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1090.003,Multi-hop Proxy,16.1,enterprise,protect,partial,T1090,[],"VPC security groups and network access control lists (NACLs) can restrict access between systems, enclaves, and workloads thereby mitigating these proxy related sub-techniques.",,09/21/2021,12/11/2024
149,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1095,Non-Application Layer Protocol,16.1,enterprise,protect,partial,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],"VPC security groups and network access control lists (NACLs) can be used to restrict external network access to the minimum required and can therefore mitigate adversary attempts to utilize non-application layer protocols for communication.  In environments where unrestricted Internet access is required, security groups and NACLs can still be used to block known malicious endpoints.  Because in such environments the protection is limited to known  malicious IP addresses and domains and does not provide protection from such attacks from unknown domains and IP addresses, this is scored as partial coverage resulting in an overall Partial score.",,09/21/2021,12/11/2024
150,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1133,External Remote Services,16.1,enterprise,protect,partial,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],VPC security groups and network access control lists (NACLs) can limit access to external remote services  to the minimum necessary.,,09/21/2021,12/11/2024
151,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1199,Trusted Relationship,16.1,enterprise,protect,partial,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],"VPC network access control lists (NACLs) can isolate portions of the network that do not require network-wide access, limiting some attackers that leverage trusted relationships such as remote access for vendor maintenance. Coverage partial, Temporal Immediate.",,09/21/2021,12/11/2024
152,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1205,Traffic Signaling,16.1,enterprise,protect,partial,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],"VPC security groups and network access control lists (NACLs) can provide significant protection for some variations of this technique, for example Port Knocking.  Other variations of this technique such as using traffic signaling to execute a malicious task is not easily mitigated by security groups or NACLs.  Consequently, its coverage score is Partial resulting in an overall Partial score.",,09/21/2021,12/11/2024
153,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1205.001,Port Knocking,16.1,enterprise,protect,significant,T1205,[],"VPC security groups and network access control lists (NACLs) can protect against this sub-technique by enforcing limited access to only required ports.  Consequently, even if the adversary is able to utilize port knocking to open additional ports at the host level, it is still blocked at the security group or NACL level. ",,09/21/2021,12/11/2024
154,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1210,Exploitation of Remote Services,16.1,enterprise,protect,partial,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],VPC security groups and network access control lists (NACLs) can be used to restrict access to remote services to the minimum necessary.,,09/21/2021,12/11/2024
155,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1219,Remote Access Software,16.1,enterprise,protect,partial,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],VPC security groups and network access control lists (NACLs) can be used to limit outgoing traffic to only sites and services used by authorized remote access tools.  This is scored as partial because it doesn't protect against an adversary using an authorized remote access tool for malicious activity.,,09/21/2021,12/11/2024
156,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1482,Domain Trust Discovery,16.1,enterprise,protect,partial,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],VPC security groups and network access control lists (NACLs) can be used to isolate sensitive domains to limit discovery.,,09/21/2021,12/11/2024
157,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1498,Network Denial of Service,16.1,enterprise,protect,minimal,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],VPC security groups and network access control lists (NACLs) can be used to restrict access to endpoints but will prove effective at mitigating only low-end DOS attacks resulting in a Minimal score.,,09/21/2021,12/11/2024
158,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1499,Endpoint Denial of Service,16.1,enterprise,protect,minimal,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],VPC security groups and network access control lists (NACLs) provides minimal protection for a majority of this control's sub-techniques and procedure examples resulting in an overall score of Minimal.,,09/21/2021,12/11/2024
159,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1499.001,OS Exhaustion Flood,16.1,enterprise,protect,minimal,T1499,[],VPC security groups and network access control lists (NACLs) can be used to restrict access to endpoints but will prove effective at mitigating only low-end DOS attacks resulting in a Minimal score.,,09/21/2021,12/11/2024
160,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1499.002,Service Exhaustion Flood,16.1,enterprise,protect,minimal,T1499,[],VPC security groups and network access control lists (NACLs) can be used to restrict access to endpoints but will prove effective at mitigating only low-end DOS attacks resulting in a Minimal score.,,09/21/2021,12/11/2024
161,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1499.003,Application Exhaustion Flood,16.1,enterprise,protect,minimal,T1499,[],VPC security groups and network access control lists (NACLs) can be used to restrict access to endpoints but will prove effective at mitigating only low-end DOS attacks resulting in a Minimal score.,,09/21/2021,12/11/2024
162,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1542,Pre-OS Boot,16.1,enterprise,protect,minimal,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],VPC security groups and network access control lists (NACLs) can provide partial protection coverage of Pre-OS Boot  mechanisms that utilize TFTP boot resulting in an overall score of Minimal.,,09/21/2021,12/11/2024
163,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1542.005,TFTP Boot,16.1,enterprise,protect,partial,T1542,[],VPC security groups and network access control lists (NACLs) can be used to restrict clients to connecting (and therefore booting) from only trusted network resources.,,09/21/2021,12/11/2024
164,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1557,Man-in-the-Middle,16.1,enterprise,protect,significant,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],The VPC service's support for the AWS Virtual Private Network (VPN) can be used to encrypt traffic traversing over untrusted networks which can mitigate Man-in-the-Middle attacks that manipulate network protocol data in transit. VPC Peering can also be utilized to route traffic privately between two VPCs which can reduce the Man-in-the-Middle attack surface.  VPC Endpoints can also similarly reduce the attack surface of Man-in-the-Middle attacks by ensuring network traffic between a VPC and supported AWS services are not exposed to the Internet.,,09/21/2021,12/11/2024
165,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,16.1,enterprise,protect,significant,T1557,[],,,09/21/2021,12/11/2024
166,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1557.002,ARP Cache Poisoning,16.1,enterprise,protect,significant,T1557,[],,,09/21/2021,12/11/2024
167,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1557.003,DHCP Spoofing,16.1,enterprise,protect,significant,T1557,[],,,09/21/2021,12/11/2024
168,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1565,Data Manipulation,16.1,enterprise,protect,partial,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],The VPC service's support for the AWS Virtual Private Network (VPN) can be used to encrypt traffic traversing over untrusted networks which can provide protection against one sub-technique (Transmitted Data Manipulation) of this technique while not providing protection for its remaining sub-techniques resulting in overall score of Partial.,,09/21/2021,12/11/2024
169,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1565.002,Transmitted Data Manipulation,16.1,enterprise,protect,significant,T1565,[],,,09/21/2021,12/11/2024
170,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1570,Lateral Tool Transfer,16.1,enterprise,protect,partial,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],VPC security groups and network access control lists (NACLs) can be used to limit traffic between systems and enclaves to minimum necessary for example via a zero-trust strategy.,,09/21/2021,12/11/2024
171,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1571,Non-Standard Port,16.1,enterprise,protect,significant,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],"VPC security groups and network access control lists (NACLs) can limit access to the minimum required ports and therefore, protect against adversaries attempting to use non-standard ports for C2 traffic.",,09/21/2021,12/11/2024
172,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1590,Gather Victim Network Information,16.1,enterprise,protect,partial,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],VPC security groups and network access control lists (NACLs) can prevent the gathering of victim network information via (active) scanning methods but is not effective against other methods of gathering victim network information such as via Phishing or online databases (e.g. WHOIS) resulting in a Partial coverage score and an overall Partial score.,,09/21/2021,12/11/2024
173,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1590.001,Domain Properties,16.1,enterprise,protect,partial,T1590,[],VPC security groups and network access control lists (NACLs) can prevent the gathering of victim network information via (active) scanning methods but is not effective against other methods of gathering victim network information such as via Phishing or online databases (e.g. WHOIS) resulting in a Partial coverage score and an overall Partial score.,,09/21/2021,12/11/2024
174,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1590.004,Network Topology,16.1,enterprise,protect,partial,T1590,[],VPC security groups and network access control lists (NACLs) can prevent the gathering of victim network information via (active) scanning methods but is not effective against other methods of gathering victim network information such as via Phishing or online databases (e.g. WHOIS) resulting in a Partial coverage score and an overall Partial score.,,09/21/2021,12/11/2024
175,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1590.005,IP Addresses,16.1,enterprise,protect,partial,T1590,[],VPC security groups and network access control lists (NACLs) can prevent the gathering of victim network information via (active) scanning methods but is not effective against other methods of gathering victim network information such as via Phishing or online databases (e.g. WHOIS) resulting in a Partial coverage score and an overall Partial score.,,09/21/2021,12/11/2024
176,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1590.006,Network Security Appliances,16.1,enterprise,protect,partial,T1590,[],VPC security groups and network access control lists (NACLs) can prevent the gathering of victim network information via (active) scanning methods but is not effective against other methods of gathering victim network information such as via Phishing or online databases (e.g. WHOIS) resulting in a Partial coverage score and an overall Partial score.,,09/21/2021,12/11/2024
177,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1595,Active Scanning,16.1,enterprise,protect,partial,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],"VPC security groups and network access control lists (NACLs) can be used to restrict inbound traffic that can protect against active scanning techniques such as Scanning IP Blocks and/or Vulnerability Scanning.  Because this protection is limited to known malicious IP addresses and domains and does not provide protection from such attacks from unknown domains and IP addresses, this is scored as partial coverage resulting in an overall Partial score.",,09/21/2021,12/11/2024
178,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1595.001,Scanning IP Blocks,16.1,enterprise,protect,partial,T1595,[],"VPC security groups and network access control lists (NACLs) can be used to restrict inbound traffic that can protect against active scanning techniques such as Scanning IP Blocks and/or Vulnerability Scanning.  Because this protection is limited to known malicious IP addresses and domains and does not provide protection from such attacks from unknown domains and IP addresses, this is scored as partial coverage resulting in an overall Partial score.",,09/21/2021,12/11/2024
179,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1595.002,Vulnerability Scanning,16.1,enterprise,protect,partial,T1595,[],"VPC security groups and network access control lists (NACLs) can be used to restrict inbound traffic that can protect against active scanning techniques such as Scanning IP Blocks and/or Vulnerability Scanning.  Because this protection is limited to known malicious IP addresses and domains and does not provide protection from such attacks from unknown domains and IP addresses, this is scored as partial coverage resulting in an overall Partial score.",,09/21/2021,12/11/2024
180,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1602,Data from Configuration Repository,16.1,enterprise,protect,partial,,['https://docs.aws.amazon.com/vpc/latest/userguide/security.html'],"VPC security groups and network access control lists (NACLs) can limit attackers' access to configuration repositories such as SNMP management stations, or to dumps of client configurations from common management ports.",,09/21/2021,12/11/2024
181,aws,12/12/2024,Amazon Virtual Private Cloud,amazon_virtual_private_cloud,Amazon Virtual Private Cloud,technique_scores,T1602.001,SNMP (MIB Dump),16.1,enterprise,protect,partial,T1602,[],Can limit access to client management interfaces or configuration databases.,,09/21/2021,12/11/2024
