,mapping_framework,mapping_framework_version,capability_group,capability_id,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,score_category,score_value,related_score,references,comments,organization,creation_date,last_update
99,gcp,06/28/2022,IdentityPlatform,identityplatform,IdentityPlatform,technique_scores,T1078.004,Cloud Accounts,10.0,enterprise,protect,partial,,['https://cloud.google.com/identity-platform/docs/concepts']," Identity Platform lets you add Google-grade authentication to your apps and services, making it easier to secure user accounts and securely managing credentials. MFA can provide protection against an adversary that obtains valid credentials by requiring the adversary to complete an additional authentication process before access is permitted. ",,06/28/2022,06/28/2022
100,gcp,06/28/2022,IdentityPlatform,identityplatform,IdentityPlatform,technique_scores,T1078.003,Local Accounts,10.0,enterprise,protect,partial,,['https://cloud.google.com/identity-platform/docs/concepts']," Identity Platform lets you add Google-grade authentication to your apps and services, making it easier to secure user accounts and securely managing credentials. MFA can provide protection against an adversary that obtains valid credentials by requiring the adversary to complete an additional authentication process before access is permitted. ",,06/28/2022,06/28/2022
101,gcp,06/28/2022,IdentityPlatform,identityplatform,IdentityPlatform,technique_scores,T1110.003,Password Spraying,10.0,enterprise,protect,significant,,['https://cloud.google.com/identity-platform/docs/concepts'],"Multi-factor authentication (MFA) methods, such as SMS, can also be used to help protect user accounts from phishing attacks. MFA provides significant protection against password compromises, requiring the adversary to complete an additional authentication method before their access is permitted.",,06/28/2022,06/28/2022
102,gcp,06/28/2022,IdentityPlatform,identityplatform,IdentityPlatform,technique_scores,T1136,Create Account,10.0,enterprise,protect,significant,,['https://cloud.google.com/identity-platform/docs/concepts'],"Identity Platform multi-tenancy uses tenants to create unique silos of users and configurations within a single Identity Platform project. It provides provides secure, easy-to-use authentication if you're building a service on Google Cloud, on your own backend or on another platform; thereby, helping to mitigate adversaries from gaining access to systems.",,06/28/2022,06/28/2022
103,gcp,06/28/2022,IdentityPlatform,identityplatform,IdentityPlatform,technique_scores,T1136.003,Cloud Account,10.0,enterprise,protect,significant,,['https://cloud.google.com/identity-platform/docs/concepts'],"Identity Platform multi-tenancy uses tenants to create unique silos of users and configurations within a single Identity Platform project. It provides provides secure, easy-to-use authentication if you're building a service on Google Cloud, on your own backend or on another platform; thereby, helping to mitigate adversaries from gaining access to systems.",,06/28/2022,06/28/2022
104,gcp,06/28/2022,IdentityPlatform,identityplatform,IdentityPlatform,technique_scores,T1087,Account Discovery,10.0,enterprise,protect,partial,,['https://cloud.google.com/identity-platform/docs/concepts'],"Identity Platform is a customer identity and access management (CIAM) platform that helps organizations add identity and access management functionality to their applications, protect user accounts, and scale with confidence on Google Cloud. With this, permissions are limited to discover cloud accounts in accordance with least privilege and adversaries may be prevented from getting access to a listing of domain accounts.",,06/28/2022,06/28/2022
105,gcp,06/28/2022,IdentityPlatform,identityplatform,IdentityPlatform,technique_scores,T1087.004,Cloud Account,10.0,enterprise,protect,partial,,['https://cloud.google.com/identity-platform/docs/concepts'],"Identity Platform is a customer identity and access management (CIAM) platform that helps organizations add identity and access management functionality to their applications, protect user accounts, and scale with confidence on Google Cloud. With this, permissions are limited to discover cloud accounts in accordance with least privilege and adversaries may be prevented from getting access to a listing of cloud accounts.",,06/28/2022,06/28/2022
106,gcp,06/28/2022,IdentityPlatform,identityplatform,IdentityPlatform,technique_scores,T1580,Cloud Infrastructure Discovery,10.0,enterprise,protect,partial,,['https://cloud.google.com/identity-platform/docs/concepts'],"Identity Platform is a customer identity and access management (CIAM) platform that helps organizations add identity and access management functionality to their applications, protect user accounts, and scale with confidence on Google Cloud. With this, permissions are limited to discover cloud accounts in accordance with least privilege.",,06/28/2022,06/28/2022
107,gcp,06/28/2022,IdentityPlatform,identityplatform,IdentityPlatform,technique_scores,T1528,Steal Application Access Token,10.0,enterprise,protect,minimal,,['https://cloud.google.com/identity-platform/docs/concepts'],"Identity Platform integrates tightly with Google Cloud services, and it leverages industry standards like OAuth 2.0 and OpenID Connect, so it can be easily integrated with your custom backend. This control may mitigate application access token theft if the application is configured to retrieve temporary security credentials using an IAM role.",,06/28/2022,06/28/2022
108,gcp,06/28/2022,IdentityPlatform,identityplatform,IdentityPlatform,technique_scores,T1550,Use Alternate Authentication Material,10.0,enterprise,protect,minimal,,['https://cloud.google.com/identity-platform/docs/concepts'], This control may mitigate application access token theft if the application is  configured to retrieve temporary security credentials using an IAM role. ,,06/28/2022,06/28/2022
109,gcp,06/28/2022,IdentityPlatform,identityplatform,IdentityPlatform,technique_scores,T1550.001,Application Access Token,10.0,enterprise,protect,minimal,,['https://cloud.google.com/identity-platform/docs/concepts'], This control may mitigate application access token theft if the application is  configured to retrieve temporary security credentials using an IAM role. ,,06/28/2022,06/28/2022
110,gcp,06/28/2022,IdentityPlatform,identityplatform,IdentityPlatform,technique_scores,T1562,Impair Defenses,10.0,enterprise,protect,minimal,,['https://cloud.google.com/identity-platform/docs/concepts'],"Identity Platform provides Admin APIs to manage  users and authentication tokens. To prevent unwanted access to your users and tokens through these APIs, Identity Platform leverages IAM to manage permission to specific Identity Platform APIs. This control will ensure proper process and file permissions are in place to prevent adversaries from disabling or interfering with security/logging services.",,06/28/2022,06/28/2022
111,gcp,06/28/2022,IdentityPlatform,identityplatform,IdentityPlatform,technique_scores,T1562.008,Disable Cloud Logs,10.0,enterprise,protect,minimal,,['https://cloud.google.com/identity-platform/docs/concepts'],"Identity Platform provides Admin APIs to manage  users and authentication tokens. To prevent unwanted access to your users and tokens through these APIs, Identity Platform leverages IAM to manage permission to specific Identity Platform APIs. This control will ensure proper process and file permissions are in place to prevent adversaries from disabling or interfering with security/logging services.",,06/28/2022,06/28/2022
112,gcp,06/28/2022,IdentityPlatform,identityplatform,IdentityPlatform,technique_scores,T1556,Modify Authentication Process,10.0,enterprise,protect,minimal,,['https://cloud.google.com/identity-platform/docs/concepts']," Identity Platform lets you add Google-grade authentication to your apps and services, making it easier to secure user accounts and securely managing credentials. MFA can be used to restrict access to cloud resources and APIs and provide protection against an adversaries that try to access  user credentials. ",,06/28/2022,06/28/2022
113,gcp,06/28/2022,IdentityPlatform,identityplatform,IdentityPlatform,technique_scores,T1087.002,Domain Account,10.0,enterprise,protect,partial,,['https://cloud.google.com/identity-platform/docs/concepts'],"Identity Platform is a customer identity and access management (CIAM) platform that helps organizations add identity and access management functionality to their applications, protect user accounts, and scale with confidence on Google Cloud. With this, permissions are limited to discover cloud accounts in accordance with least privilege and adversaries may be prevented from getting access to a listing of domain accounts.",,06/28/2022,06/28/2022
114,gcp,06/28/2022,IdentityPlatform,identityplatform,IdentityPlatform,technique_scores,T1098.002,Exchange Email Delegate Permissions,10.0,enterprise,protect,significant,,['https://cloud.google.com/identity-platform/docs/concepts'],Identity Platform can help protect your app's users and prevent account takeovers by offering multi-factor authentication (MFA) and integrating with Google's intelligence for account protection. This will help mitigate adversaries from gaining access to permission levels.,,06/28/2022,06/28/2022
115,gcp,06/28/2022,IdentityPlatform,identityplatform,IdentityPlatform,technique_scores,T1098.003,Add Office 365 Global Administrator Role,10.0,enterprise,protect,significant,,['https://cloud.google.com/identity-platform/docs/concepts'],Identity Platform can help protect your app's users and prevent account takeovers by offering multi-factor authentication (MFA) and integrating with Google's intelligence for account protection. This will help mitigate adversaries from gaining access to permission levels.,,06/28/2022,06/28/2022
116,gcp,06/28/2022,IdentityPlatform,identityplatform,IdentityPlatform,technique_scores,T1098.004,SSH Authorized Keys,10.0,enterprise,protect,significant,,['https://cloud.google.com/identity-platform/docs/concepts'],Identity Platform can help protect your app's users and prevent account takeovers by offering multi-factor authentication (MFA) and integrating with Google's intelligence for account protection. This will help mitigate adversaries from gaining access to permission levels via files.,,06/28/2022,06/28/2022
117,gcp,06/28/2022,IdentityPlatform,identityplatform,IdentityPlatform,technique_scores,T1136.001,Local Account,10.0,enterprise,protect,significant,,['https://cloud.google.com/identity-platform/docs/concepts'],"Identity Platform multi-tenancy uses tenants to create unique silos of users and configurations within a single Identity Platform project. It provides provides secure, easy-to-use authentication if you're building a service on Google Cloud, on your own backend or on another platform; thereby, helping to mitigate adversaries from gaining access to systems and accounts.",,06/28/2022,06/28/2022
118,gcp,06/28/2022,IdentityPlatform,identityplatform,IdentityPlatform,technique_scores,T1136.002,Domain Account,10.0,enterprise,protect,significant,,['https://cloud.google.com/identity-platform/docs/concepts'],"Identity Platform multi-tenancy uses tenants to create unique silos of users and configurations within a single Identity Platform project. It provides provides secure, easy-to-use authentication if you're building a service on Google Cloud, on your own backend or on another platform; thereby, helping to mitigate adversaries from gaining access to systems.",,06/28/2022,06/28/2022
119,gcp,06/28/2022,Terraform on Google Cloud,terraform_on_google_cloud,Terraform on Google Cloud,non_mappable,,,10.0,enterprise,,,,,"In its current state, this control was scored as not mappable as it does not look reasonable to correlate to specific (sub-) techniques of MITRE’s ATT&CK.

While Terraform provides some security capabilities specific to Terraform processes (encryption between Terraform Clients, encrypting workspace variables, 
Isolation between Terraform executions and Cloud tenants) the capabilities don't necessarily benefit the entire organization. Terraform's primary function is to support the provisioning of Google resources with configuration management. Therefore, this control has been identified as not-mappable.",,06/28/2022,06/28/2022
120,gcp,06/28/2022,AnthosConfigManagement,anthosconfigmanagement,AnthosConfigManagement,technique_scores,T1552.007,Container API,10.0,enterprise,protect,partial,,['https://cloud.google.com/anthos-config-management/ '],"Adversaries may gather credentials via APIs within a containers environment. APIs in these environments, such as the Docker API and Kubernetes APIs. Anthos Config Management can manage configuration for any Kubernetes API, including policies for the Istio service mesh, resource quotas, and access control policies.",,06/28/2022,06/28/2022
121,gcp,06/28/2022,AnthosConfigManagement,anthosconfigmanagement,AnthosConfigManagement,technique_scores,T1525,Implant Internal Image,10.0,enterprise,protect,partial,,['https://cloud.google.com/anthos-config-management/ '],"Prevent configuration drift with continuous monitoring of your cluster state, using the declarative model to apply policies that enforce compliance. This control can periodically check the integrity of images and containers used in cloud deployments to ensure that adversaries cannot implant malicious code to gain access to an environment. ",,06/28/2022,06/28/2022
122,gcp,06/28/2022,AnthosConfigManagement,anthosconfigmanagement,AnthosConfigManagement,technique_scores,T1525,Implant Internal Image,10.0,enterprise,detect,partial,,['https://cloud.google.com/anthos-config-management/ '],,,06/28/2022,06/28/2022
123,gcp,06/28/2022,AnthosConfigManagement,anthosconfigmanagement,AnthosConfigManagement,technique_scores,T1609,Container Administration Command,10.0,enterprise,protect,partial,,['https://cloud.google.com/anthos-config-management/ '],Anthos Config Management lets you create and manage Kubernetes objects across multiple clusters at once. PodSecurityPolicies can be enforced to prevent Pods from using the root Linux user and prevents pods from running privileged containers. In hindsight this can ensure containers are not running as root by default. ,,06/28/2022,06/28/2022
124,gcp,06/28/2022,AnthosConfigManagement,anthosconfigmanagement,AnthosConfigManagement,technique_scores,T1610,Deploy Container,10.0,enterprise,protect,partial,,['https://cloud.google.com/anthos-config-management/ '],"Anthos Config Management's Policy Controller enables you to enforce fully programmable policies on your clusters. You can use these policies to shift security left and guard against violations during development and test time, as well as runtime violations. This control can be used to block adversaries that try to deploy new containers with malware or configurations policies that are not in compliance with security policies already defined. ",,06/28/2022,06/28/2022
125,gcp,06/28/2022,AnthosConfigManagement,anthosconfigmanagement,AnthosConfigManagement,technique_scores,T1613,Container and Resource Discovery,10.0,enterprise,protect,significant,,['https://cloud.google.com/anthos-config-management/ '],"Adversaries may attempt to discover containers and other resources that are available within a containers environment. The ""Network Policies"" rule controls the network traffic inside clusters, denying direct remote access to internal systems through the use of network proxies, gateways, and firewalls",,06/28/2022,06/28/2022
126,gcp,06/28/2022,AnthosConfigManagement,anthosconfigmanagement,AnthosConfigManagement,technique_scores,T1611,Escape to Host,10.0,enterprise,protect,partial,,['https://cloud.google.com/anthos-config-management/ '],"Anthos Config Management lets you create and manage Kubernetes objects across multiple clusters at once. PodSecurityPolicies can be enforced to prevent Pods from using the root Linux user and prevents pods from running privileged containers. This control can be used to limit container access to host process namespaces, the host network, and the host file system, which may enable adversaries to break out of containers and gain access to the underlying host.",,06/28/2022,06/28/2022
127,gcp,06/28/2022,AnthosConfigManagement,anthosconfigmanagement,AnthosConfigManagement,technique_scores,T1078,Valid Accounts,10.0,enterprise,protect,partial,,['https://cloud.google.com/anthos-config-management/ '],"Anthos Config Management lets you create and manage Kubernetes objects across multiple clusters at once. PodSecurityPolicies can be enforced to prevent Pods from using the root Linux user. Based on the medium detection coverage, this was scored as partial.",,06/28/2022,06/28/2022
128,gcp,06/28/2022,AnthosConfigManagement,anthosconfigmanagement,AnthosConfigManagement,technique_scores,T1078.001,Default Accounts,10.0,enterprise,protect,partial,,['https://cloud.google.com/anthos-config-management/ '],"Anthos Config Management lets you create and manage Kubernetes objects across multiple clusters at once. PodSecurityPolicies can be enforced to prevent Pods from using the root Linux user. Based on the medium detection coverage, this sub-technique was scored as partial.",,06/28/2022,06/28/2022
129,gcp,06/28/2022,AnthosConfigManagement,anthosconfigmanagement,AnthosConfigManagement,technique_scores,T1078.004,Cloud Accounts,10.0,enterprise,protect,partial,,['https://cloud.google.com/anthos-config-management/ '],"Anthos Config Management lets you create and manage Kubernetes objects across multiple clusters at once. PodSecurityPolicies can be enforced to prevent Pods from using the root Linux user. Based on the medium detection coverage, this sub-technique was scored as partial.",,06/28/2022,06/28/2022
130,gcp,06/28/2022,Web Risk,web_risk,Web Risk,technique_scores,T1566,Phishing,10.0,enterprise,protect,partial,,['https://cloud.google.com/web-risk/docs/overview'],"Web Risk allows client applications to check URLs against Google's list of unsafe web resources. It also can provide warnings when attempting to access potentially unsafe sites. However, Google cannot guarantee that its information is comprehensive and error-free: some risky sites may not be identified, and some safe sites may be classified in error. This has resulted in an overall score of Partial.",,06/28/2022,06/28/2022
131,gcp,06/28/2022,Web Risk,web_risk,Web Risk,technique_scores,T1598,Phishing for Information,10.0,enterprise,protect,partial,,['https://cloud.google.com/web-risk/docs/overview'],"Web Risk allows client applications to check URLs against Google's list of unsafe web resources. It also can provide warnings when attempting to access potentially unsafe sites. However, Google cannot guarantee that its information is comprehensive and error-free: some risky sites may not be identified, and some safe sites may be classified in error. This has resulted in an overall score of Partial.",,06/28/2022,06/28/2022
132,gcp,06/28/2022,Web Risk,web_risk,Web Risk,technique_scores,T1204.001,Malicious Link,10.0,enterprise,protect,partial,,['https://cloud.google.com/web-risk/docs/overview'],"Web Risk allows client applications to check URLs against Google's list of unsafe web resources. It also can provide warnings when attempting to access potentially unsafe sites. However, Google cannot guarantee that its information is comprehensive and error-free: some risky sites may not be identified, and some safe sites may be classified in error. This has resulted in an overall score of Partial.",,06/28/2022,06/28/2022
133,gcp,06/28/2022,Web Risk,web_risk,Web Risk,technique_scores,T1598.003,Spearphishing Link,10.0,enterprise,protect,partial,,['https://cloud.google.com/web-risk/docs/overview'],"Web Risk allows client applications to check URLs against Google's list of unsafe web resources. It also can provide warnings when attempting to access potentially unsafe sites. However, Google cannot guarantee that its information is comprehensive and error-free: some risky sites may not be identified, and some safe sites may be classified in error. This has resulted in an overall score of Partial.",,06/28/2022,06/28/2022
134,gcp,06/28/2022,Cloud CDN,cloud_cdn,Cloud CDN,technique_scores,T1498,Network Denial of Service,10.0,enterprise,protect,partial,,['https://cloud.google.com/cdn/docs/overview'],"Cloud CDN acts as a proxy between clients and origin servers. Cloud CDN can distribute requests for cacheable content across multiple points-of-presence (POPs), thereby providing a larger set of locations to absorb a DOS attack.

However, Cloud CDN doesn't provide protection against DOS attacks for uncached content.",,06/28/2022,06/28/2022
135,gcp,06/28/2022,Cloud NAT,cloud_nat,Cloud NAT,non_mappable,,,10.0,enterprise,,,,,This control doesn't appear to provide coverage for any ATT&CK Techniques.,,06/28/2022,06/28/2022
136,gcp,06/28/2022,BeyondCorp Enterprise,beyondcorp_enterprise,BeyondCorp Enterprise,technique_scores,T1048,Exfiltration Over Alternative Protocol,10.0,enterprise,protect,significant,,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"This control can help mitigate adversaries that may try to steal data over network protocols.  Data loss prevention can detect and block sensitive data being uploaded via web browsers. In Beyond Corp Enterprise, Data Loss Prevention (DLP) features to use with Chrome to implement sensitive data detection for files that are uploaded and downloaded, and for content that is pasted or dragged and dropped. An example includes a rule setting that is used to block files from being uploaded via Chrome browser.",,06/28/2022,06/28/2022
137,gcp,06/28/2022,BeyondCorp Enterprise,beyondcorp_enterprise,BeyondCorp Enterprise,technique_scores,T1567,Exfiltration Over Web Service,10.0,enterprise,protect,significant,,['https://cloud.google.com/beyondcorp-enterprise/docs/overview']," This control can help mitigate adversaries that may try to steal data over web services. A threat actor gaining access to a corporate network can plant code to perform reconnaissance, discover privileged users’ credentials, and adversaries can use an existing, legitimate external Web service to exfiltrate data rather than their primary command and control channel. This can cause exfiltration to a command-and-control server out on the internet. Data loss prevention can be used to detect and block sensitive data being uploaded to web services via web browsers.",,06/28/2022,06/28/2022
138,gcp,06/28/2022,BeyondCorp Enterprise,beyondcorp_enterprise,BeyondCorp Enterprise,technique_scores,T1567.002,Exfiltration to Cloud Storage,10.0,enterprise,protect,significant,,['https://cloud.google.com/beyondcorp-enterprise/docs/overview']," This control can help mitigate adversaries that may try to steal data over web services. A threat actor gaining access to a corporate network can plant code to perform reconnaissance, discover privileged users’ credentials, and adversaries can use an existing, legitimate external Web service to exfiltrate data rather than their primary command and control channel. This can cause exfiltration to a command-and-control server out on the internet. Data loss prevention can be used to detect and block sensitive data being uploaded to web services via web browsers.",,06/28/2022,06/28/2022
139,gcp,06/28/2022,BeyondCorp Enterprise,beyondcorp_enterprise,BeyondCorp Enterprise,technique_scores,T1133,External Remote Services,10.0,enterprise,protect,partial,,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"Implementing BeyondCorp Enterprise enacts a zero trust model. No one can access your resources unless they meet all the rules and conditions. Instead of securing your resources at the network-level, access controls are instead applied to individual devices and users.",,06/28/2022,06/28/2022
140,gcp,06/28/2022,BeyondCorp Enterprise,beyondcorp_enterprise,BeyondCorp Enterprise,technique_scores,T1189,Drive-by Compromise,10.0,enterprise,protect,partial,,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"To enable additional protections against data loss and malware in Chrome, you need to enable Chrome Enterprise connectors so content gathered in Chrome is uploaded to Google Cloud for analysis. The Chrome Enterprise connectors must be enabled for DLP rules to integrate with Chrome.",,06/28/2022,06/28/2022
141,gcp,06/28/2022,BeyondCorp Enterprise,beyondcorp_enterprise,BeyondCorp Enterprise,technique_scores,T1566.001,Spearphishing Attachment,10.0,enterprise,detect,minimal,,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"This control can help detect malicious links sent via phishing. The details include a list of samples of message delivery events.  Each item in the list includes the date, message ID, subject hash, message body hash, username of the recipient, attachment hashes, and your primary domain name. This can be used to block senders.",,06/28/2022,06/28/2022
142,gcp,06/28/2022,BeyondCorp Enterprise,beyondcorp_enterprise,BeyondCorp Enterprise,technique_scores,T1566,Phishing,10.0,enterprise,protect,significant,,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"This control can help detect malicious links sent via phishing. The details include a list of samples of message delivery events.  Each item in the list includes the date, message ID, subject hash, message body hash, username of the recipient, attachment hashes, and your primary domain name. As a result, this can be used to block senders.",,06/28/2022,06/28/2022
143,gcp,06/28/2022,BeyondCorp Enterprise,beyondcorp_enterprise,BeyondCorp Enterprise,technique_scores,T1566,Phishing,10.0,enterprise,detect,significant,,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"This control can help detect malicious links sent via phishing. The details include a list of samples of message delivery events.  Each item in the list includes the date, message ID, subject hash, message body hash, username of the recipient, attachment hashes, and your primary domain name.",,06/28/2022,06/28/2022
144,gcp,06/28/2022,BeyondCorp Enterprise,beyondcorp_enterprise,BeyondCorp Enterprise,technique_scores,T1071.001,Web Protocols,10.0,enterprise,detect,significant,,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"Google chrome policies can be setup through the Google Admin console, which can ensure checks for sensitive data or help protect Chrome users from content that may contain malware. This also enables certain files to be sent for analysis, and in return the admin can then choose to allow or block uploads and downloads for those scanned and unscanned files. By specifying a list of URL patterns, these policies can determine which pages identified through Chrome violates a rule, and end users are prevented from accessing the page.",,06/28/2022,06/28/2022
145,gcp,06/28/2022,BeyondCorp Enterprise,beyondcorp_enterprise,BeyondCorp Enterprise,technique_scores,T1530,Data from Cloud Storage Object,10.0,enterprise,protect,significant,,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"Access Context Manager allows Google Cloud organization administrators to define fine-grained, attribute based access control for projects and resources. Access levels applied on resources with IAM Conditions enforce fine-grained access control based on a variety of attributes, including IP subnetworks. Adversaries may obtain leaked credentials; however, this control can block specific  adversaries from gaining access permission controls by admins granting an access level based on the IP address of the originating request.

",,06/28/2022,06/28/2022
146,gcp,06/28/2022,Cloud Identity,cloud_identity,Cloud Identity,technique_scores,T1110,Brute Force,10.0,enterprise,protect,significant,,['https://cloud.google.com/identity'],"This control may mitigate brute force attacks by enforcing multi-factor authentication, enforcing strong password policies, and rotating credentials periodically. These recommendations are IAM best practices but must be explicitly implemented by a cloud administrator.",,06/28/2022,06/28/2022
147,gcp,06/28/2022,Cloud Identity,cloud_identity,Cloud Identity,technique_scores,T1110.003,Password Spraying,10.0,enterprise,protect,significant,,['https://cloud.google.com/identity'],"This control may mitigate brute force attacks by enforcing multi-factor authentication, enforcing strong password policies, and rotating credentials periodically. These recommendations are IAM best practices but must be explicitly implemented by a cloud administrator.",,06/28/2022,06/28/2022
148,gcp,06/28/2022,Cloud Identity,cloud_identity,Cloud Identity,technique_scores,T1078,Valid Accounts,10.0,enterprise,protect,partial,,['https://cloud.google.com/identity'],This control can be used to mitigate malicious attacks of cloud accounts by implementing multi-factor authentication techniques or password policies.,,06/28/2022,06/28/2022
149,gcp,06/28/2022,Cloud Identity,cloud_identity,Cloud Identity,technique_scores,T1078.004,Cloud Accounts,10.0,enterprise,protect,partial,,['https://cloud.google.com/identity'],This control can be used to mitigate malicious attacks of cloud accounts by implementing multi-factor authentication techniques or password policies.,,06/28/2022,06/28/2022
150,gcp,06/28/2022,Cloud Identity,cloud_identity,Cloud Identity,technique_scores,T1110.001,Password Guessing,10.0,enterprise,protect,significant,,['https://cloud.google.com/identity'],"This control may mitigate brute force attacks by enforcing multi-factor authentication, enforcing strong password policies, and rotating credentials periodically. These recommendations are IAM best practices but must be explicitly implemented by a cloud administrator.",,06/28/2022,06/28/2022
151,gcp,06/28/2022,Cloud Identity,cloud_identity,Cloud Identity,technique_scores,T1110.002,Password Cracking,10.0,enterprise,protect,significant,,['https://cloud.google.com/identity'],"This control may mitigate brute force attacks by enforcing multi-factor authentication, enforcing strong password policies, and rotating credentials periodically. These recommendations are IAM best practices but must be explicitly implemented by a cloud administrator.",,06/28/2022,06/28/2022
152,gcp,06/28/2022,Cloud Identity,cloud_identity,Cloud Identity,technique_scores,T1110.004,Credential Stuffing,10.0,enterprise,protect,significant,,['https://cloud.google.com/identity'],"This control may mitigate brute force attacks by enforcing multi-factor authentication, enforcing strong password policies, and rotating credentials periodically. These recommendations are IAM best practices but must be explicitly implemented by a cloud administrator.",,06/28/2022,06/28/2022
153,gcp,06/28/2022,Cloud Identity,cloud_identity,Cloud Identity,technique_scores,T1078.002,Domain Accounts,10.0,enterprise,protect,partial,,['https://cloud.google.com/identity'],This control can be used to mitigate malicious attacks of domain accounts by implementing multi-factor authentication techniques or password policies.,,06/28/2022,06/28/2022
154,gcp,06/28/2022,Cloud Identity,cloud_identity,Cloud Identity,technique_scores,T1021.004,SSH,10.0,enterprise,detect,minimal,,['https://cloud.google.com/identity'],This control can be used to detect adversaries that may try to use Valid Accounts to log into remote machines using Secure Shell (SSH).,,06/28/2022,06/28/2022
155,gcp,06/28/2022,Cloud Identity,cloud_identity,Cloud Identity,technique_scores,T1213.003,Code Repositories,10.0,enterprise,protect,partial,,['https://cloud.google.com/identity'],MFA and enforcing the principal of least privilege can be used to control adversaries and possibly hinder them from gaining access to a victim network or a private code repository.,,06/28/2022,06/28/2022
156,gcp,06/28/2022,Cloud Identity,cloud_identity,Cloud Identity,technique_scores,T1213,Data from Information Repositories,10.0,enterprise,protect,partial,,['https://cloud.google.com/identity'],MFA and enforcing the principal of least privilege can be used to control adversaries and possibly hinder them from gaining access to a victim network or a private code repository.,,06/28/2022,06/28/2022
157,gcp,06/28/2022,Cloud Identity,cloud_identity,Cloud Identity,technique_scores,T1133,External Remote Services,10.0,enterprise,protect,minimal,,['https://cloud.google.com/identity'],,,06/28/2022,06/28/2022
158,gcp,06/28/2022,Cloud Armor,cloud_armor,Cloud Armor,technique_scores,T1090,Proxy,10.0,enterprise,protect,partial,,['https://cloud.google.com/armor'],Traffic to known anonymity networks and C2 infrastructure can be blocked through the use of network allow and block lists. However this can be circumvented by other techniques.,,06/28/2022,06/28/2022
159,gcp,06/28/2022,Cloud Armor,cloud_armor,Cloud Armor,technique_scores,T1190,Exploit Public-Facing Application,10.0,enterprise,protect,significant,,['https://cloud.google.com/armor'],Google Cloud Armor security policies protect your application by providing Layer 7 filtering and by scrubbing incoming requests for common web attacks or other Layer 7 attributes. Google Cloud Armor detects malicious requests and drops them at the edge of Google's infrastructure.,,06/28/2022,06/28/2022
160,gcp,06/28/2022,Cloud Armor,cloud_armor,Cloud Armor,technique_scores,T1498,Network Denial of Service,10.0,enterprise,protect,significant,,['https://cloud.google.com/armor'],"Google Cloud Armor provides always-on DDoS protection against network or protocol-based volumetric DDoS attacks. It allows users to allow/deny traffic at the Google Cloud edge, closest to the source of traffic. This prevents unwelcome traffic from consuming resources.",,06/28/2022,06/28/2022
161,gcp,06/28/2022,Cloud Armor,cloud_armor,Cloud Armor,technique_scores,T1499,Endpoint Denial of Service,10.0,enterprise,protect,significant,,['https://cloud.google.com/armor'],"Google Cloud Armor provides always-on DDoS protection against network or protocol-based volumetric DDoS attacks. It allows users to allow/deny traffic at the Google Cloud edge, closest to the source of traffic. This prevents unwelcome traffic from consuming resources.",,06/28/2022,06/28/2022
162,gcp,06/28/2022,Cloud Armor,cloud_armor,Cloud Armor,technique_scores,T1018,Remote System Discovery,10.0,enterprise,protect,partial,,['https://cloud.google.com/armor'],This control typically filters external network traffic and therefore can be effective for preventing external remote system discovery. Activity originating from inside the trusted network is not mitigated.,,06/28/2022,06/28/2022
163,gcp,06/28/2022,Cloud Armor,cloud_armor,Cloud Armor,technique_scores,T1046,Network Service Scanning,10.0,enterprise,protect,partial,,['https://cloud.google.com/armor'],This control typically filters external network traffic and therefore can be effective for preventing external network service scanning. Network service scanning originating from inside the trusted network is not mitigated.,,06/28/2022,06/28/2022
164,gcp,06/28/2022,Endpoint Management,endpoint_management,Endpoint Management,technique_scores,T1110,Brute Force,10.0,enterprise,protect,partial,,['https://support.google.com/a/answer/1734200?hl=en'],"This control allows for enforcement of strong password requirements for all mobile devices, desktops, laptops, and other endpoints. This control also allows for use of Google Credential Provider for Windows (GCPW) to utilize Google single sign on for Windows devices that can leverage two-factor authentication and login challenges.",,06/28/2022,06/28/2022
165,gcp,06/28/2022,Endpoint Management,endpoint_management,Endpoint Management,technique_scores,T1078,Valid Accounts,10.0,enterprise,respond,partial,,['https://support.google.com/a/answer/1734200?hl=en'],This control allows for blocking endpoints that have been compromised from accessing company networks or resources. This control also allows for deletion of any compromised accounts and data from compromised endpoints.,,06/28/2022,06/28/2022
166,gcp,06/28/2022,Endpoint Management,endpoint_management,Endpoint Management,technique_scores,T1052.001,Exfiltration over USB,10.0,enterprise,protect,partial,,['https://support.google.com/a/answer/1734200?hl=en'],This control can prevent exfiltration over USB by disabling USB file transfers on enrolled Android devices.,,06/28/2022,06/28/2022
